,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,job_posting_month,job_posting_year,hiring_urgency,job_openings
925,Business Analyst,Medium,Healthcare,Singapore,Remote,Entry,14,Bachelor,1,1,0,1,1,74103,1,2024,High,7
926,Business Analyst,MNC,Retail,UK,Remote,Mid,4,Bachelor,1,1,1,1,0,122598,12,2024,High,8
927,Data Engineer,Enterprise,Retail,USA,Remote,Entry,2,PhD,0,1,1,1,0,80095,3,2024,High,4
928,Machine Learning Engineer,Enterprise,Healthcare,UK,Remote,Senior,2,Master,0,0,1,0,1,166055,2,2022,Low,3
929,Data Scientist,MNC,Healthcare,India,Onsite,Mid,4,Master,0,1,0,0,0,94316,5,2024,High,7
930,Data Scientist,MNC,Technology,Australia,Hybrid,Senior,7,Bachelor,1,0,1,0,1,147161,3,2021,High,7
931,Data Engineer,Startup,Finance,India,Onsite,Senior,7,Bachelor,1,0,1,1,0,131748,3,2022,High,1
932,Data Engineer,Startup,Retail,Canada,Onsite,Mid,4,Master,1,1,1,0,1,100681,7,2024,High,7
933,Data Scientist,MNC,Finance,Australia,Remote,Senior,9,Master,1,1,1,0,0,132288,3,2025,Medium,1
934,Data Analyst,Startup,Healthcare,Australia,Remote,Mid,2,PhD,1,1,1,0,0,94063,1,2026,Low,1
935,Business Analyst,MNC,Technology,UK,Onsite,Entry,5,Master,1,1,1,0,1,94668,2,2025,High,8
936,Data Scientist,Startup,Education,India,Remote,Mid,5,Bachelor,0,0,1,0,1,95394,12,2025,High,9
937,Business Analyst,Startup,Healthcare,India,Remote,Mid,9,Bachelor,1,1,1,0,1,102311,12,2023,Medium,6
938,AI Engineer,Enterprise,Retail,Singapore,Hybrid,Entry,2,Master,1,1,0,0,0,90506,8,2025,High,9
939,AI Engineer,MNC,Technology,Singapore,Remote,Entry,9,PhD,1,1,1,0,0,127366,12,2024,High,9
940,Machine Learning Engineer,MNC,Healthcare,UK,Hybrid,Senior,11,Master,0,1,1,0,0,172808,5,2020,High,9
941,Data Analyst,Enterprise,Finance,Germany,Onsite,Entry,1,PhD,0,0,1,0,1,75011,7,2022,Low,6
942,Machine Learning Engineer,Startup,Retail,India,Remote,Entry,7,PhD,0,0,0,1,1,111780,12,2022,High,7
943,AI Engineer,Startup,E-commerce,Germany,Remote,Mid,8,Bachelor,1,1,1,0,1,142111,1,2020,Medium,5
944,Data Scientist,Startup,Technology,Canada,Hybrid,Entry,13,Bachelor,1,1,1,0,1,79476,3,2023,High,9
945,Data Scientist,Medium,Finance,Australia,Hybrid,Mid,3,Bachelor,0,1,0,0,0,71521,11,2020,Low,4
946,AI Engineer,MNC,Education,India,Onsite,Mid,6,Bachelor,0,1,0,0,1,141251,10,2024,Low,4
947,Data Engineer,Medium,Retail,Canada,Onsite,Mid,11,Master,0,1,0,1,1,104806,7,2023,High,8
948,Data Scientist,Startup,Healthcare,Australia,Remote,Mid,0,Bachelor,1,0,0,1,1,102865,4,2021,Low,3
949,Business Analyst,Enterprise,Technology,Germany,Remote,Entry,8,Bachelor,1,0,0,0,1,61997,10,2024,High,7
950,AI Engineer,Enterprise,Education,Singapore,Onsite,Mid,13,Bachelor,1,1,0,0,0,114964,9,2020,Medium,6
951,Data Scientist,Medium,Technology,India,Hybrid,Senior,4,Bachelor,1,0,1,0,0,110106,12,2021,High,8
952,Machine Learning Engineer,Startup,Retail,Australia,Hybrid,Mid,6,Bachelor,0,1,1,0,0,129289,1,2021,High,8
953,Data Engineer,Enterprise,Education,Canada,Onsite,Entry,14,Master,1,0,0,1,0,64506,12,2021,High,8
954,AI Engineer,MNC,E-commerce,India,Remote,Entry,11,Master,0,0,0,1,0,125707,5,2021,Medium,3
955,Data Scientist,MNC,Education,UK,Hybrid,Entry,3,Master,1,1,1,1,1,112440,6,2022,High,7
956,Data Engineer,Startup,Healthcare,India,Hybrid,Mid,11,Bachelor,0,0,1,1,1,119895,1,2024,High,5
957,Data Scientist,Medium,Retail,UK,Hybrid,Senior,8,Bachelor,1,0,1,1,0,125870,2,2026,High,1
958,AI Engineer,Enterprise,Healthcare,Australia,Remote,Entry,12,PhD,1,0,1,0,1,115399,4,2024,High,8
959,AI Engineer,Enterprise,E-commerce,Germany,Hybrid,Mid,1,Master,0,0,1,1,0,147017,12,2023,High,4
960,Data Analyst,Medium,Healthcare,Canada,Onsite,Entry,3,Bachelor,0,0,1,0,0,68983,6,2023,Low,6
961,AI Engineer,Startup,E-commerce,India,Onsite,Mid,13,Bachelor,0,1,0,1,0,127062,7,2020,Medium,2
962,Business Analyst,Enterprise,Technology,India,Onsite,Mid,5,Bachelor,0,0,0,0,1,82899,7,2023,High,8
963,Data Engineer,Enterprise,Finance,UK,Hybrid,Senior,13,PhD,0,1,1,1,0,127466,1,2021,High,9
964,Business Analyst,Medium,Technology,USA,Remote,Mid,1,Bachelor,0,0,0,1,0,85863,4,2021,High,7
965,Business Analyst,MNC,Education,UK,Onsite,Senior,13,PhD,0,1,0,0,1,132189,4,2020,Medium,4
966,Data Engineer,Enterprise,Healthcare,UK,Onsite,Senior,7,Master,1,0,0,1,1,123515,8,2026,High,8
967,Machine Learning Engineer,Enterprise,Finance,Canada,Onsite,Senior,5,PhD,1,0,0,0,0,144983,1,2021,Low,2
968,AI Engineer,Enterprise,Retail,Canada,Remote,Mid,7,Bachelor,1,0,0,1,0,131829,10,2026,Low,3
969,Data Analyst,Enterprise,Education,Canada,Onsite,Senior,3,PhD,0,1,0,1,0,111764,4,2023,Low,5
970,Machine Learning Engineer,Medium,E-commerce,Australia,Hybrid,Mid,0,PhD,0,0,1,1,0,140071,11,2026,High,5
971,Business Analyst,Startup,Education,Germany,Remote,Mid,14,PhD,0,0,0,0,1,86661,4,2025,Medium,6
972,Data Analyst,Enterprise,Technology,India,Onsite,Senior,14,PhD,0,1,1,1,0,129237,6,2025,High,8
973,Data Engineer,Medium,Finance,India,Onsite,Mid,7,Bachelor,0,1,1,1,1,117450,4,2020,High,9
974,Machine Learning Engineer,Enterprise,Finance,USA,Remote,Entry,3,Master,0,1,1,0,0,101725,6,2023,High,9
975,Data Engineer,Enterprise,Technology,Singapore,Remote,Senior,1,PhD,0,1,0,0,0,102182,11,2020,High,7
976,Data Engineer,Medium,Finance,India,Hybrid,Senior,7,Bachelor,1,0,1,0,1,120362,8,2021,High,7
977,Data Engineer,MNC,Education,USA,Onsite,Mid,6,Bachelor,1,0,1,1,1,130925,8,2023,High,9
978,Data Engineer,MNC,Healthcare,Canada,Hybrid,Senior,11,Bachelor,0,0,1,1,1,157586,8,2020,High,2
979,AI Engineer,MNC,E-commerce,India,Onsite,Senior,5,Bachelor,1,1,1,1,1,198983,12,2025,High,5
980,Data Analyst,Startup,Finance,USA,Onsite,Entry,1,PhD,1,0,1,1,0,82344,4,2026,High,8
981,Data Scientist,Medium,Education,USA,Hybrid,Senior,8,Bachelor,0,1,1,0,0,111550,2,2026,Medium,5
982,Machine Learning Engineer,Enterprise,Education,India,Onsite,Senior,11,Master,0,0,1,1,0,172970,3,2026,High,4
983,AI Engineer,MNC,Finance,USA,Remote,Mid,0,Bachelor,1,1,1,1,1,175674,4,2024,High,5
984,Business Analyst,Startup,Retail,UK,Onsite,Senior,2,Master,0,0,1,1,0,132336,8,2022,High,5
985,Business Analyst,Startup,Technology,Singapore,Remote,Mid,7,PhD,0,1,1,0,1,96180,6,2024,High,7
986,Business Analyst,MNC,Finance,Canada,Hybrid,Senior,9,PhD,0,0,1,0,0,133925,5,2024,High,8
987,Machine Learning Engineer,Startup,Finance,UK,Hybrid,Entry,11,Bachelor,1,1,0,0,1,99860,2,2020,Medium,3
988,Data Scientist,Enterprise,Technology,India,Remote,Senior,3,PhD,0,1,0,0,0,96225,5,2022,Low,4
989,Business Analyst,Startup,Healthcare,India,Remote,Entry,11,Bachelor,1,1,1,0,1,71301,11,2026,High,7
990,Data Analyst,Startup,Technology,Canada,Onsite,Entry,0,Bachelor,0,1,1,0,1,70104,10,2021,Low,5
991,AI Engineer,Medium,Education,Germany,Onsite,Mid,4,PhD,1,0,0,0,1,127472,10,2024,Low,4
992,Data Scientist,Medium,Technology,India,Hybrid,Senior,0,PhD,1,1,0,0,0,96351,5,2025,High,9
993,AI Engineer,Medium,Education,Australia,Onsite,Senior,5,PhD,0,0,0,1,1,168756,3,2026,Low,2
994,AI Engineer,Startup,Technology,Germany,Hybrid,Mid,14,PhD,1,0,1,0,0,129929,9,2021,Medium,6
995,Data Analyst,MNC,E-commerce,India,Hybrid,Entry,4,Bachelor,1,0,0,1,1,99953,8,2023,High,8
996,Business Analyst,Enterprise,Finance,Singapore,Remote,Mid,0,Bachelor,1,1,1,0,1,102769,10,2020,High,7
997,Data Scientist,Enterprise,Technology,Canada,Hybrid,Mid,12,Master,1,1,1,0,0,92181,6,2023,High,9
998,AI Engineer,Enterprise,Education,Australia,Hybrid,Mid,8,Master,1,0,1,1,1,157511,10,2025,High,1
999,Machine Learning Engineer,MNC,Technology,USA,Onsite,Senior,7,Master,0,1,0,0,0,155885,10,2025,Low,6
1000,Data Engineer,MNC,Education,Australia,Onsite,Senior,7,PhD,0,0,1,1,1,155461,4,2025,High,9
1001,AI Engineer,Startup,Technology,Singapore,Remote,Mid,14,Bachelor,0,1,0,0,0,110525,2,2024,Medium,3
1002,AI Engineer,Medium,Retail,Germany,Hybrid,Entry,9,PhD,1,1,0,0,0,87415,5,2024,Medium,3
1003,Business Analyst,MNC,Technology,Singapore,Remote,Senior,4,Bachelor,1,0,1,1,1,157633,3,2020,High,2
1004,Data Scientist,MNC,Finance,Australia,Remote,Senior,0,PhD,1,0,0,1,0,135162,2,2026,Low,6
1005,Data Scientist,Enterprise,Technology,Canada,Remote,Entry,1,Bachelor,1,1,0,0,1,62526,6,2022,Low,6
1006,AI Engineer,Medium,Education,Canada,Remote,Mid,12,Master,1,0,0,0,1,126211,4,2022,Medium,4
1007,Business Analyst,MNC,Finance,Australia,Onsite,Entry,5,Master,1,1,1,0,0,81935,10,2025,Low,4
1008,Data Analyst,MNC,Education,India,Hybrid,Senior,10,PhD,0,1,1,0,0,135265,12,2026,High,9
1009,Data Analyst,Startup,Finance,India,Hybrid,Mid,13,Master,0,1,0,1,0,93382,5,2025,High,9
1010,Business Analyst,Startup,Education,UK,Onsite,Senior,6,Bachelor,0,1,1,1,1,139280,3,2025,High,8
1011,Data Analyst,Medium,Retail,India,Remote,Mid,10,PhD,1,1,0,0,0,71706,5,2025,Medium,3
1012,Data Scientist,Enterprise,Healthcare,India,Hybrid,Entry,1,Master,1,0,1,0,1,73546,10,2021,Low,5
1013,Business Analyst,Medium,Retail,Australia,Remote,Senior,8,Master,0,0,0,1,0,111590,5,2026,High,8
1014,Data Scientist,Medium,Finance,Singapore,Remote,Entry,6,PhD,0,0,0,1,0,62971,10,2023,Low,6
1015,Data Engineer,Enterprise,Education,Germany,Onsite,Entry,1,Master,0,0,1,1,0,84940,6,2024,High,5
1016,AI Engineer,Medium,Healthcare,Germany,Remote,Mid,0,Bachelor,0,0,1,0,0,130285,12,2022,Low,5
1017,AI Engineer,Startup,Technology,USA,Remote,Mid,14,PhD,0,0,0,0,1,121516,7,2026,Medium,3
1018,Data Engineer,MNC,Retail,Australia,Onsite,Senior,6,PhD,1,1,0,0,1,125800,12,2026,Low,2
1019,Machine Learning Engineer,MNC,Retail,Singapore,Hybrid,Senior,5,Master,0,0,0,1,0,175903,2,2021,Low,6
1020,Data Engineer,Enterprise,Education,India,Remote,Mid,7,PhD,1,1,1,1,1,114638,1,2023,High,4
1021,Data Scientist,Medium,Finance,Germany,Remote,Entry,11,Master,0,0,1,0,1,73549,6,2023,High,7
1022,Data Analyst,Startup,Retail,India,Remote,Entry,12,Master,0,1,1,1,1,92425,10,2023,High,4
1023,Business Analyst,Medium,Healthcare,USA,Hybrid,Entry,1,Bachelor,0,1,1,0,0,64654,7,2024,Low,6
1024,Data Analyst,Enterprise,Finance,Canada,Remote,Senior,7,Bachelor,1,1,1,1,1,140538,4,2025,High,9
1025,Machine Learning Engineer,MNC,Technology,Singapore,Onsite,Mid,5,Bachelor,1,1,1,1,1,179389,5,2024,High,8
1026,Machine Learning Engineer,MNC,Technology,Germany,Remote,Entry,10,Master,0,0,1,0,0,122268,1,2020,Medium,1
1027,Machine Learning Engineer,MNC,Education,India,Hybrid,Entry,8,PhD,1,0,0,0,1,118657,9,2026,High,7
1028,AI Engineer,Startup,Technology,Germany,Onsite,Mid,12,Master,1,1,1,1,1,152765,2,2024,High,1
1029,Data Analyst,Startup,Healthcare,Australia,Remote,Mid,6,PhD,1,0,0,1,0,88667,7,2022,Low,1
1030,AI Engineer,Enterprise,Technology,Germany,Onsite,Senior,8,Master,0,0,0,0,1,147800,1,2025,Medium,6
1031,Machine Learning Engineer,Medium,Finance,Canada,Hybrid,Mid,1,Master,1,0,1,1,0,148948,8,2023,High,5
1032,AI Engineer,Enterprise,Technology,Australia,Remote,Mid,2,Master,0,0,0,1,1,140281,3,2020,Low,5
1033,Machine Learning Engineer,Enterprise,Retail,USA,Hybrid,Mid,8,Master,1,1,1,1,1,151774,2,2025,High,9
1034,Machine Learning Engineer,Startup,Healthcare,Canada,Hybrid,Mid,7,PhD,1,0,1,0,1,140758,1,2023,Low,1
1035,Data Scientist,MNC,E-commerce,India,Onsite,Senior,8,Master,0,0,0,1,1,145648,5,2024,Medium,4
1036,Data Engineer,Enterprise,Technology,USA,Hybrid,Entry,5,PhD,1,1,0,1,0,62808,6,2021,Low,5
1037,Machine Learning Engineer,Medium,Technology,Canada,Remote,Entry,9,Master,0,0,1,0,0,104308,5,2020,Medium,5
1038,Business Analyst,Startup,Retail,Germany,Onsite,Entry,4,Bachelor,0,1,1,1,0,75804,12,2022,High,9
1039,Data Engineer,MNC,Education,Singapore,Onsite,Entry,11,Bachelor,1,1,0,1,1,94554,11,2020,Medium,3
1040,Data Engineer,Medium,Healthcare,Australia,Remote,Senior,9,Bachelor,1,0,0,0,0,95679,11,2020,Medium,5
1041,Business Analyst,Medium,Finance,India,Hybrid,Mid,11,PhD,1,0,0,1,1,102237,11,2021,Medium,5
1042,Machine Learning Engineer,Enterprise,Technology,UK,Hybrid,Senior,3,Master,0,0,1,0,0,155028,6,2026,Low,3
1043,Data Analyst,MNC,Retail,Singapore,Remote,Entry,1,Master,1,1,0,1,1,94687,10,2025,High,9
1044,Data Scientist,MNC,Finance,UK,Remote,Entry,4,Master,0,1,0,0,0,67852,5,2021,Low,3
1045,Data Engineer,MNC,Education,USA,Onsite,Senior,5,Master,0,0,1,1,1,160248,10,2020,High,8
1046,Data Analyst,Startup,Education,Australia,Onsite,Senior,1,Master,1,0,1,0,1,125645,5,2022,High,9
1047,Business Analyst,MNC,E-commerce,UK,Remote,Entry,3,Master,0,0,1,1,1,112696,12,2020,High,8
1048,Data Scientist,Medium,Technology,Singapore,Remote,Mid,1,PhD,0,1,1,1,1,112105,2,2026,High,2
1049,Data Scientist,Enterprise,Technology,India,Hybrid,Entry,2,Bachelor,0,0,1,0,1,76642,2,2024,Low,4
1050,Data Analyst,MNC,Education,Germany,Onsite,Senior,7,PhD,1,0,1,0,1,142717,3,2025,Low,2
1051,AI Engineer,Startup,Finance,USA,Hybrid,Mid,6,PhD,0,0,1,0,0,131323,4,2023,High,7
1052,Data Engineer,MNC,E-commerce,USA,Onsite,Entry,12,Bachelor,0,0,0,0,1,76304,2,2022,High,8
1053,AI Engineer,MNC,Healthcare,India,Onsite,Mid,14,Master,1,1,1,1,1,176320,2,2022,High,4
1054,Machine Learning Engineer,Startup,Education,UK,Onsite,Entry,2,PhD,1,1,0,1,1,111281,5,2025,High,7
1055,AI Engineer,MNC,Healthcare,Germany,Remote,Mid,13,Bachelor,0,0,0,1,0,150761,3,2022,Medium,1
1056,Machine Learning Engineer,Enterprise,Retail,India,Onsite,Senior,14,PhD,1,1,1,1,0,173283,9,2022,High,4
1057,Data Analyst,MNC,Finance,UK,Remote,Mid,13,Master,1,1,1,1,0,127443,2,2026,High,3
1058,Data Analyst,Medium,Education,India,Hybrid,Mid,6,Master,1,1,1,0,0,89562,1,2023,Low,6
1059,Machine Learning Engineer,MNC,Healthcare,Australia,Onsite,Mid,3,Master,1,1,0,0,1,140183,4,2026,High,8
1060,Data Analyst,Medium,Finance,USA,Remote,Mid,2,Bachelor,0,1,0,0,1,85855,8,2026,High,9
1061,Data Analyst,Enterprise,E-commerce,UK,Onsite,Mid,2,PhD,0,1,0,1,0,85578,3,2021,High,7
1062,Data Scientist,Enterprise,Technology,India,Remote,Mid,8,Master,0,0,1,0,0,93732,10,2024,Medium,4
1063,Machine Learning Engineer,Enterprise,Technology,Germany,Remote,Senior,4,Bachelor,1,1,0,0,0,135197,7,2022,Low,1
1064,AI Engineer,Enterprise,Finance,Singapore,Onsite,Entry,11,Master,1,1,0,1,1,119963,11,2025,Medium,6
1065,Data Analyst,Medium,Technology,Singapore,Remote,Entry,6,Master,0,0,1,0,0,62382,8,2020,Low,6
1066,Machine Learning Engineer,Startup,E-commerce,USA,Remote,Mid,9,PhD,1,1,1,0,0,125004,2,2020,High,8
1067,Data Scientist,MNC,Education,Canada,Hybrid,Senior,14,Bachelor,1,1,0,0,0,115869,2,2022,High,7
1068,Data Scientist,MNC,E-commerce,Germany,Onsite,Mid,1,Master,1,0,1,1,1,132824,7,2025,High,3
1069,Business Analyst,Enterprise,Technology,UK,Remote,Senior,7,Master,0,0,0,1,1,123330,2,2022,Low,5
1070,AI Engineer,Enterprise,Finance,Canada,Onsite,Entry,13,Bachelor,1,0,0,0,0,92789,8,2024,High,8
1071,Data Engineer,Enterprise,Technology,Australia,Hybrid,Senior,14,Bachelor,1,0,0,0,0,96865,2,2020,Medium,3
1072,Data Analyst,Medium,Finance,Germany,Onsite,Entry,11,Bachelor,0,1,1,0,1,78046,12,2022,Medium,5
1073,Business Analyst,MNC,Retail,Canada,Onsite,Mid,5,Bachelor,0,0,1,1,1,137744,6,2021,High,6
1074,Data Analyst,Enterprise,Healthcare,Australia,Hybrid,Mid,3,PhD,0,1,1,0,1,103031,10,2026,High,8
1075,Machine Learning Engineer,Medium,Technology,USA,Hybrid,Mid,6,Bachelor,1,0,1,0,1,137069,7,2020,Low,3
1076,Business Analyst,MNC,Technology,UK,Onsite,Mid,14,PhD,0,0,0,0,1,105104,4,2026,Medium,4
1077,Data Engineer,MNC,Retail,India,Hybrid,Mid,14,Master,0,0,0,1,0,105343,7,2026,Medium,1
1078,AI Engineer,Medium,Education,India,Hybrid,Entry,10,PhD,1,1,0,0,0,86438,9,2023,Medium,3
1079,Business Analyst,Enterprise,Education,India,Onsite,Senior,9,Master,1,0,0,1,1,127588,8,2020,Medium,4
1080,AI Engineer,Medium,Technology,Canada,Onsite,Entry,7,Master,0,1,1,1,0,119381,1,2025,High,5
1081,Machine Learning Engineer,Medium,E-commerce,Singapore,Hybrid,Senior,12,Bachelor,0,1,1,1,0,166361,2,2026,High,4
1082,Business Analyst,MNC,E-commerce,UK,Remote,Entry,1,Bachelor,1,1,0,0,0,70497,10,2026,Low,2
1083,Data Engineer,MNC,Education,India,Remote,Senior,12,Master,0,0,1,1,0,149544,7,2024,High,1
1084,Data Analyst,Startup,Retail,UK,Onsite,Entry,10,PhD,1,1,1,0,1,79789,5,2020,Medium,3
1085,AI Engineer,MNC,Retail,Germany,Onsite,Entry,5,Bachelor,0,0,0,0,1,116701,1,2022,Low,6
1086,Data Scientist,Startup,Finance,Singapore,Onsite,Senior,4,Master,0,0,1,0,0,116724,3,2020,High,8
1087,Data Analyst,MNC,Retail,Singapore,Hybrid,Senior,11,PhD,0,0,1,0,1,143084,10,2023,High,7
1088,Data Analyst,Startup,E-commerce,Singapore,Onsite,Senior,6,PhD,1,1,1,1,0,126317,8,2021,High,4
1089,Machine Learning Engineer,Enterprise,Technology,India,Hybrid,Senior,2,Master,1,0,0,1,1,166954,2,2026,Low,5
1090,Business Analyst,MNC,Finance,USA,Remote,Senior,5,Bachelor,0,1,1,1,1,160311,4,2020,High,4
1091,Machine Learning Engineer,Startup,Technology,Singapore,Hybrid,Entry,7,PhD,0,0,1,1,1,130154,1,2023,High,8
1092,Business Analyst,Enterprise,Finance,India,Remote,Mid,12,PhD,1,0,0,0,1,85362,7,2022,Medium,2
1093,Data Analyst,Startup,Education,Australia,Hybrid,Mid,0,PhD,1,1,0,1,0,90264,12,2021,Low,1
1094,Machine Learning Engineer,MNC,Healthcare,UK,Hybrid,Senior,10,PhD,1,1,1,1,1,195527,12,2022,High,6
1095,AI Engineer,Enterprise,Finance,UK,Onsite,Mid,4,Bachelor,0,1,0,0,1,125891,3,2022,Low,1
1096,AI Engineer,MNC,Retail,Singapore,Onsite,Senior,9,Master,0,1,1,1,0,185386,3,2026,High,6
1097,Data Engineer,Startup,Education,USA,Remote,Entry,7,Master,1,1,1,1,1,87779,12,2023,High,5
1098,Data Scientist,Medium,Education,UK,Remote,Mid,1,Master,0,0,1,1,1,112612,1,2024,High,3
1099,AI Engineer,Startup,Technology,Australia,Onsite,Senior,1,PhD,0,0,1,1,0,166046,4,2026,High,6
1100,Machine Learning Engineer,Enterprise,Technology,Canada,Remote,Entry,7,PhD,1,1,0,1,0,107310,5,2021,Low,4
1101,Business Analyst,Enterprise,Education,USA,Onsite,Entry,13,Master,1,1,1,1,1,85400,8,2022,High,9
1102,Data Scientist,Enterprise,Retail,India,Remote,Senior,4,PhD,1,0,1,0,1,128822,8,2020,Low,6
1103,Business Analyst,MNC,Retail,Germany,Remote,Entry,11,Master,1,1,0,0,0,74840,9,2020,Medium,2
1104,Data Engineer,MNC,Healthcare,Germany,Hybrid,Entry,5,PhD,0,0,1,0,0,89021,8,2022,Low,1
1105,Business Analyst,Enterprise,Finance,UK,Onsite,Entry,12,Master,1,1,0,0,0,52411,8,2025,Medium,5
1106,AI Engineer,MNC,Technology,Germany,Hybrid,Mid,14,Bachelor,0,1,0,1,1,155648,12,2021,High,9
1107,Data Scientist,Startup,E-commerce,Singapore,Hybrid,Mid,9,PhD,1,0,1,0,0,92020,1,2026,Medium,4
1108,AI Engineer,Medium,E-commerce,Germany,Remote,Senior,13,PhD,0,0,1,0,1,167393,4,2022,Medium,3
1109,Machine Learning Engineer,Medium,E-commerce,Germany,Remote,Mid,12,Bachelor,0,0,1,0,1,137379,3,2020,High,9
1110,Machine Learning Engineer,Medium,Education,Canada,Remote,Entry,3,PhD,1,0,1,0,1,117199,10,2025,Low,6
1111,Data Engineer,Startup,Healthcare,USA,Onsite,Senior,10,PhD,0,1,1,1,0,130020,4,2025,High,3
1112,AI Engineer,Enterprise,Technology,Canada,Onsite,Entry,9,Bachelor,1,0,0,1,1,114800,2,2021,Medium,2
1113,Data Engineer,MNC,Retail,Singapore,Remote,Entry,3,Master,1,1,0,1,0,88949,10,2023,Low,3
1114,AI Engineer,Medium,Technology,Singapore,Hybrid,Entry,9,PhD,1,0,1,0,1,115458,4,2025,Medium,2
1115,Machine Learning Engineer,Startup,Finance,Canada,Hybrid,Senior,14,Bachelor,0,1,0,0,1,147670,5,2020,High,8
1116,Data Scientist,Enterprise,E-commerce,India,Onsite,Mid,3,Master,0,0,1,0,0,88854,5,2025,High,7
1117,Machine Learning Engineer,Enterprise,Finance,UK,Onsite,Senior,2,Master,1,0,0,1,1,168565,3,2023,Low,4
1118,Machine Learning Engineer,Medium,Healthcare,Singapore,Onsite,Senior,2,Bachelor,1,0,0,1,1,169879,8,2024,Low,4
1119,Business Analyst,Startup,Education,Singapore,Remote,Entry,1,PhD,1,0,1,0,1,74111,8,2020,High,7
1120,Data Analyst,Enterprise,Healthcare,UK,Remote,Senior,4,Bachelor,0,1,0,0,1,107011,10,2024,Low,5
1121,Data Engineer,Startup,Retail,Australia,Onsite,Mid,14,Master,1,1,0,0,1,82584,4,2026,Medium,1
1122,Machine Learning Engineer,Enterprise,Education,Canada,Hybrid,Senior,0,Master,1,1,1,1,1,177025,7,2022,High,8
1123,Data Engineer,Startup,Education,Canada,Remote,Entry,11,Master,0,1,0,0,1,62351,11,2025,High,8
1124,Machine Learning Engineer,Enterprise,Healthcare,Germany,Remote,Mid,8,PhD,1,0,1,0,0,127652,4,2024,Medium,2
1125,Machine Learning Engineer,Startup,Finance,India,Onsite,Entry,14,Bachelor,1,1,0,0,1,96965,12,2021,High,9
1126,Data Engineer,Enterprise,Technology,Germany,Remote,Senior,12,PhD,1,0,0,0,0,95184,1,2021,Medium,1
1127,Machine Learning Engineer,Medium,Education,Singapore,Onsite,Entry,1,PhD,1,0,0,1,1,118724,11,2020,High,9
1128,Data Engineer,Medium,Technology,USA,Remote,Senior,11,Master,1,0,0,1,0,119174,7,2024,High,8
1129,Data Analyst,MNC,Retail,UK,Hybrid,Entry,0,PhD,0,1,1,0,0,81932,12,2023,Low,2
1130,Machine Learning Engineer,MNC,Finance,India,Hybrid,Senior,11,Bachelor,1,1,1,0,0,179592,7,2021,Medium,1
1131,Machine Learning Engineer,Startup,E-commerce,Canada,Hybrid,Mid,11,Bachelor,0,1,1,1,1,155054,5,2024,High,5
1132,Data Analyst,Enterprise,Retail,India,Remote,Mid,1,PhD,0,1,0,0,0,75905,5,2022,Low,5
1133,AI Engineer,Startup,Healthcare,Germany,Remote,Entry,13,Bachelor,0,0,1,0,0,107077,3,2023,Medium,1
1134,Data Scientist,MNC,Finance,Canada,Hybrid,Senior,6,Master,1,0,1,0,1,142804,1,2020,Low,4
1135,Data Scientist,Startup,Healthcare,Australia,Onsite,Senior,1,Master,0,1,0,0,1,110447,7,2020,Low,3
1136,Data Analyst,Startup,Healthcare,Germany,Onsite,Senior,10,Bachelor,0,1,0,1,1,129732,4,2024,Medium,2
1137,Machine Learning Engineer,Medium,Technology,Singapore,Hybrid,Entry,0,Bachelor,1,1,1,1,0,118179,1,2023,High,5
1138,AI Engineer,MNC,Education,Germany,Remote,Entry,0,Bachelor,1,1,0,0,0,112008,12,2026,Low,3
1139,Data Analyst,Medium,Healthcare,India,Remote,Entry,11,Bachelor,1,1,0,1,1,70933,3,2022,Medium,4
1140,Business Analyst,MNC,Technology,UK,Hybrid,Senior,6,PhD,1,0,1,1,1,162862,2,2024,High,8
1141,Data Scientist,Startup,Technology,Germany,Remote,Mid,3,PhD,1,0,0,0,0,76958,10,2026,Low,5
1142,Data Engineer,Enterprise,Education,Singapore,Onsite,Mid,1,Master,1,1,1,1,1,115785,7,2026,High,7
1143,Business Analyst,Startup,Education,India,Remote,Entry,0,Master,1,0,0,0,1,60203,3,2025,High,8
1144,Data Engineer,Startup,E-commerce,India,Onsite,Mid,7,Bachelor,1,1,1,0,1,104916,1,2020,High,8
1145,Machine Learning Engineer,Medium,E-commerce,USA,Onsite,Senior,1,Bachelor,0,1,1,1,1,179016,5,2021,High,3
1146,AI Engineer,Startup,Technology,UK,Remote,Entry,0,PhD,1,0,1,1,0,120766,11,2020,High,4
1147,Data Scientist,Startup,Technology,Germany,Remote,Mid,1,Master,0,0,1,0,0,89918,9,2020,High,9
1148,Business Analyst,MNC,E-commerce,UK,Onsite,Senior,10,Master,1,0,1,0,0,136731,4,2025,High,7
1149,Business Analyst,MNC,Education,Australia,Remote,Entry,11,PhD,0,1,1,1,1,108119,12,2026,High,5
1150,Machine Learning Engineer,Medium,E-commerce,Australia,Onsite,Entry,13,Bachelor,1,1,1,0,1,116989,8,2026,Medium,1
1151,Machine Learning Engineer,Enterprise,Finance,USA,Onsite,Entry,10,Master,1,0,1,1,1,133011,11,2020,High,6
1152,Business Analyst,Startup,Education,Germany,Onsite,Entry,12,PhD,1,1,1,0,1,71327,11,2025,Medium,2
1153,Data Analyst,Startup,Healthcare,UK,Hybrid,Entry,3,Master,0,1,0,1,1,74004,11,2026,Low,5
